N,P,K,ph,Soiltype,temperature,humidity,rainfall,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,elevation,slope,aspect,latitude,longitude,label
10,55,23,5.728233081,Sandy loam,21.18853178,19.63438599,137.1948633,0.1558,0.1727,0.2374,0.2042,16.4946,21.6559,27.7875,22.8338,13.3163,17.4182,22.4904,18.5961,12.9241,27.9776,67.2572,28.4141,4534.0,0.185175,289.21666,32.441582,77.667598,kidneybeans
23,65,20,5.833940084,Loamy,23.0429097,22.42610972,108.3684316,0.1842,0.2122,0.2651,0.237,18.7372,23.9309,29.7588,24.3849,15.2808,19.3223,23.998,19.7764,10.4318,18.8277,56.6595,21.0531,4477.0,4.424887,256.804763,32.710684,76.567238,kidneybeans
19,78,16,5.967533236,Sandy loam,20.65375833,23.10538637,67.71768947,0.1777,0.224,0.2726,0.2489,15.9577,21.0006,27.6535,20.9699,12.8596,16.8698,22.49,16.8391,8.7295,15.2,33.559,14.5308,188.0,0.054432,261.189914,30.29366,74.135295,kidneybeans
19,65,25,5.6250964460000015,Sandy loam,18.09551014,18.29318436,144.7902323,0.1353,0.1507,0.2176,0.2012,14.8982,18.9246,23.3884,18.6056,12.1839,15.3055,18.8645,14.9865,13.748,30.1407,71.4912,28.5268,4887.0,1.459641,150.635695,34.233487,77.780752,kidneybeans
22,70,19,5.515615023,Sandy loam,18.23775702,21.07643273,69.44951585,0.1613,0.1911,0.2545,0.2244,14.1763,19.9765,23.2419,18.4112,11.4406,16.3289,18.6825,14.7636,7.584,15.8821,32.53,16.2737,5151.0,1.652753,78.196945,33.341078,77.057355,kidneybeans
37,64,22,5.954665349,Sandy loam,17.48189735,18.8251973,121.9401369,0.153,0.1724,0.217,0.1851,14.242,18.2579,22.0231,18.6241,11.6197,14.7615,17.6526,15.1278,9.1286,24.7391,60.8419,24.0638,2227.0,5.017555,286.59765,32.061961,77.370179,kidneybeans
11,71,17,5.74644777,Sandy loam,19.9191786,21.47324158,82.68554379,0.1803,0.1853,0.2677,0.2405,15.7579,21.2064,25.9474,21.2704,12.77,17.2226,20.9676,17.2866,9.6543,12.7211,44.1297,17.2964,1075.0,0.302254,9.722788,31.157167,76.828678,kidneybeans
18,79,20,5.877347515,Clay loam,20.27514686,23.2353604,139.7521543,0.1846,0.2253,0.2648,0.2414,15.6886,20.8176,27.2738,20.9205,12.6473,16.7626,22.2051,16.8655,17.3134,27.3064,71.0479,28.3875,233.0,0.018599,80.594984,30.045707,76.022932,kidneybeans
21,63,17,5.979973965,Clay loam,15.77370214,19.2303162,108.3441414,0.1454,0.1722,0.2302,0.2081,12.9265,16.5165,21.1778,16.6745,10.5605,13.3617,17.2344,13.5198,7.8364,22.7655,57.8831,18.4457,789.0,0.72453,277.871832,31.866003,76.471341,kidneybeans
24,80,22,5.635993966,Clay loam,16.71170642,19.17651433,96.77285817,0.15,0.1608,0.2454,0.2115,13.0291,17.7785,22.2699,17.9277,10.5224,14.4362,18.092,14.5854,11.5979,19.6991,50.1614,20.1312,3717.0,5.777157,66.267187,33.333774,76.466077,kidneybeans
34,60,22,5.635231778,Clay loam,17.66148158,18.15302753,100.6711761,0.1319,0.1672,0.1939,0.2051,14.5332,18.1583,22.8822,19.0013,11.8839,14.626,18.4668,15.469,9.3682,22.5947,49.5111,20.9906,948.0,1.350568,12.108393,32.416021,75.951418,kidneybeans
16,75,21,5.679224346,Clay loam,18.50692825,23.61670065,87.05132890000002,0.1761,0.2344,0.2773,0.271,14.4342,19.0151,24.0,19.3125,11.6582,15.3137,19.3733,15.6111,9.7357,18.5513,43.3398,17.7831,236.0,0.0,288.818849,30.033062,76.206574,kidneybeans
17,77,23,5.670062975,Sandy loam,24.51324787,20.81527638,64.19497947,0.1854,0.1813,0.2309,0.225,18.9384,26.1233,32.3292,26.3842,15.2614,21.2207,26.2009,21.4816,6.5181,13.5652,36.128,10.6345,236.0,0.0,108.774335,30.059255,76.117671,kidneybeans
37,72,18,5.724242065,Loamy,18.87614998,24.54038287,105.4120514,0.1972,0.2259,0.284,0.3015,15.0387,19.9157,25.059,20.6403,12.2073,16.1405,20.34,16.865,11.2525,23.977,55.4312,18.8354,4288.0,2.946009,97.785923,31.373704,77.909917,kidneybeans
40,73,20,5.811314232000001,Loamy,21.59343016,20.31871249,61.13872036,0.1417,0.2021,0.2391,0.2029,17.1263,22.399,27.4968,23.0487,13.8873,18.0803,22.0984,18.73,7.2202,10.6785,26.6184,12.2847,268.0,0.004126,262.162487,30.085713,77.252629,kidneybeans
9,77,17,5.783425416,Sandy loam,20.12373284,24.45202552,106.158201,0.1924,0.2114,0.2982,0.2419,14.8085,21.3102,26.4214,21.4262,11.79,17.2855,21.3905,17.4015,13.9026,21.1692,50.3454,19.9719,4693.0,1.09655,60.909692,33.370165,77.224671,kidneybeans
1,62,23,5.607808432000001,Loamy,15.43546065,18.37477907,139.0302034,0.1533,0.1555,0.2147,0.1969,11.9113,15.5045,20.2195,16.5553,9.596,12.4174,16.3606,13.4682,13.9483,28.2034,68.5534,27.6299,1883.0,1.610969,329.416878,34.548867,74.428066,kidneybeans
33,59,22,5.946999529,Loamy,22.64236876,21.59396123,122.3886015,0.1585,0.1876,0.2565,0.2462,18.9158,24.1663,29.3275,24.1756,15.5195,19.6378,23.6669,19.6471,8.5352,23.8412,64.3914,21.6453,201.0,0.043238,162.804125,30.481569,74.59559,kidneybeans
23,59,19,5.852046999,Clay loam,21.98560799,24.87304788,129.5650601,0.1706,0.229,0.2916,0.2574,16.7381,23.5632,28.845,23.4678,13.4402,19.1661,23.3486,19.0707,11.3377,25.47,65.192,26.5123,250.0,0.004986,233.031739,30.95966,76.105824,kidneybeans
6,62,22,5.824090984,Clay loam,20.53052663,18.09224048,120.4509288,0.1406,0.1618,0.2189,0.1888,16.634,22.9644,26.5773,21.6545,13.5544,18.8583,21.4447,17.5484,13.4465,24.8768,61.146,24.5029,2301.0,0.962081,344.053429,34.076072,75.069299,kidneybeans
25,63,20,5.502999119,Clay loam,15.78601387,21.14544088,95.17028129,0.1736,0.1978,0.2569,0.2345,13.1626,16.4568,20.2437,16.2589,10.7947,13.2996,16.2972,13.1017,11.441,19.5926,45.6017,19.6285,245.0,0.013989,187.049934,31.984482,75.492206,kidneybeans
7,79,23,5.821649914,Loamy,19.6365349,19.68751084,96.65888933,0.168,0.1618,0.2374,0.2127,14.8692,20.266,25.55,19.6146,11.9237,16.3387,20.6408,15.6873,10.8099,19.042,47.6032,18.7205,560.0,1.492029,348.001768,32.030137,76.260009,kidneybeans
8,72,17,5.711439256,Clay loam,20.57341244,19.7520218,87.87869161,0.151,0.1909,0.2378,0.2063,16.5184,20.6463,27.4324,21.4084,13.4324,16.5316,22.289,17.2937,12.1452,17.1271,46.2185,20.4167,3564.0,0.868451,0.602153,34.951165,74.903429,kidneybeans
27,64,15,5.514927264,Sandy loam,20.16080524,24.84207559,138.2362122,0.201,0.2295,0.2988,0.2868,15.8199,20.6529,26.395,20.7794,12.7958,16.6207,21.3548,16.7473,16.2931,26.4675,66.1177,29.4196,5286.0,10.920313,278.648361,33.420208,77.391468,kidneybeans
28,66,23,5.99616119,Loamy,21.53989176,24.25386207,120.6913038,0.1965,0.2163,0.2833,0.2831,16.9313,23.2952,28.8441,21.8517,13.7004,18.9872,23.4592,17.5437,11.4806,24.6019,63.4632,23.3929,4000.0,4.255509,347.151791,33.268679,77.432877,kidneybeans
32,57,18,5.695422862999999,Loamy,15.53834801,23.75560241,107.3850593,0.1711,0.2077,0.2871,0.2525,12.1151,15.7954,20.873,15.7675,9.7843,12.6877,16.9884,12.6598,9.8289,21.2024,54.3079,25.0745,2698.0,8.247012,49.86612,33.797929,74.374002,kidneybeans
27,56,22,5.833010957999999,Clay loam,19.91853092,20.70099804,108.6434544,0.1822,0.197,0.2445,0.2366,15.3182,20.9156,26.0877,21.0834,12.3305,16.9319,21.108,17.0997,10.3782,24.2725,54.2099,21.7372,475.0,0.197961,276.185788,31.89632,76.210806,kidneybeans
17,77,24,5.568456899,Sandy loam,20.76952209,18.93146941,109.0193712,0.1678,0.1552,0.2262,0.2076,16.6654,21.9638,27.4542,21.9298,13.55,17.8099,22.2618,17.7759,11.6646,16.5424,53.4801,24.0594,179.0,0.054432,81.140744,30.280575,74.037801,kidneybeans
0,65,15,5.645435626,Clay loam,23.46168338,23.22197648,95.84253438,0.1783,0.2143,0.2795,0.2528,18.5191,24.5262,30.4685,24.8747,14.9999,19.8339,24.6031,20.1823,11.5646,18.2137,47.9469,15.4958,258.0,0.086933,12.144075,30.856918,75.999434,kidneybeans
13,72,21,5.821194486,Clay loam,24.32116642,21.0278674,60.27552528,0.1762,0.1991,0.2507,0.2296,18.9365,25.414,31.1501,25.0541,15.2884,20.5498,25.0698,20.1899,5.4328,10.6312,29.1694,13.0381,2751.0,1.318046,126.411111,32.169548,77.137505,kidneybeans
34,60,23,5.659254981,Loamy,20.12574053,24.96969858,100.0497183,0.2028,0.2275,0.2938,0.2982,15.8444,20.9606,25.9919,21.3118,12.8255,16.9354,20.9604,17.2866,13.6318,18.9915,49.0673,18.5779,5401.0,1.248303,174.240363,32.829283,77.431841,kidneybeans
9,80,19,5.945465949,Loamy,21.80619564,18.57086554,125.0972687,0.1479,0.18,0.2179,0.1742,16.9641,23.0283,27.4272,22.1137,13.6931,18.667,21.9756,17.7524,13.3013,20.1667,64.7432,26.1618,250.0,0.004418,169.959134,30.476809,76.112637,kidneybeans
11,72,20,5.9511774520000005,Clay loam,19.52226241,24.92607153,113.334026,0.1885,0.2254,0.2706,0.2716,15.4956,20.0135,25.87,19.9353,12.5673,16.1091,20.9894,16.0309,9.3623,21.4142,54.9533,21.5907,203.0,0.011652,38.951708,30.212759,74.845668,kidneybeans
3,67,24,5.520880013999999,Loamy,17.00067625,19.90790546,103.2926407,0.1407,0.1977,0.2209,0.2189,13.787,18.1299,22.4756,18.2731,11.2369,14.7297,18.2254,14.873,10.4202,19.695,46.8624,23.0156,5012.0,0.294752,119.282589,34.340584,77.550217,kidneybeans
35,69,23,5.578410206,Loamy,16.78791503,24.96881755,75.45328039,0.2049,0.2275,0.3132,0.259,12.5338,17.8372,21.2487,17.8796,10.0156,14.4796,17.0517,14.522,11.283,15.1078,36.5049,12.7317,229.0,0.024259,221.611397,32.377501,74.186248,kidneybeans
3,77,25,5.608165195,Loamy,24.84906168,22.89464642,62.21292186,0.1797,0.1876,0.2817,0.2535,20.2862,26.0524,32.3194,25.32,16.5588,21.0826,26.1072,20.3501,9.1278,14.2267,31.1569,16.835,652.0,2.066326,16.605966,30.37174,77.702339,kidneybeans
23,62,19,5.609435127999999,Clay loam,16.51783455,20.4555596,98.77794225,0.1631,0.1862,0.2558,0.2241,13.2543,17.4491,21.7966,18.056,10.7766,14.1455,17.6671,14.7524,12.0285,17.5723,47.7168,17.98,3907.0,0.966189,133.602868,34.496558,76.254039,kidneybeans
22,71,17,5.509295379,Loamy,18.15300153,19.38602098,107.6907964,0.1522,0.1739,0.2127,0.2119,14.7943,18.9148,23.9713,19.5254,12.0714,15.2842,19.433,15.8948,12.2881,22.5253,51.6029,20.4907,325.0,0.81188,356.96719,30.164509,77.715065,kidneybeans
31,79,25,5.902033406,Clay loam,23.18864385,22.3104551,63.38208822,0.1677,0.1948,0.2714,0.257,17.5818,24.2974,30.401,23.5921,14.1035,19.6597,24.6039,18.9544,2.2946,10.7432,35.8774,14.6226,1318.0,20.281945,179.255532,31.572423,77.845877,kidneybeans
34,59,18,5.744117663,Loamy,23.38002569,21.98879437,87.66898664,0.1779,0.213,0.2596,0.2539,18.0222,24.6419,30.9406,24.4448,14.5152,19.9659,25.0956,19.7688,7.8516,18.745,40.8664,14.4795,5670.0,0.37407,106.491597,32.935181,77.009018,kidneybeans
12,63,17,5.717143397,Sandy loam,18.358923,19.37703396,138.414764,0.1563,0.1702,0.2396,0.2068,13.9301,18.8806,23.609,18.4779,11.1763,15.2088,19.0193,14.8061,11.8722,24.9517,66.5926,29.1469,2879.0,1.375711,346.409353,33.563557,75.593184,kidneybeans
27,56,20,5.542690119,Loamy,19.25975367,20.51346956,94.9533526,0.1595,0.1896,0.2562,0.2272,15.0686,19.3499,25.0738,20.7867,12.1796,15.4979,20.2588,16.9347,9.5841,19.7575,45.2217,18.3176,202.0,0.013501,311.93986,30.384687,74.649801,kidneybeans
7,63,24,5.858617867,Clay loam,22.95458237,24.03553105,107.7315386,0.1912,0.2087,0.2974,0.2712,18.0668,23.564,29.8301,23.9014,14.6236,18.9731,24.0915,19.3105,13.2137,23.6189,57.2646,19.2389,2215.0,1.799236,190.529647,31.202361,77.338602,kidneybeans
24,67,22,5.618844277000001,Loamy,20.120043,22.89845607,104.6252153,0.1852,0.1895,0.2716,0.2714,16.2219,20.8033,25.3759,21.222,13.2039,16.7793,20.3458,17.198,11.4086,21.9315,54.195,22.9753,4155.0,4.571477,302.451665,31.945783,77.586103,kidneybeans
11,71,24,5.6066203460000015,Clay loam,21.14011423,22.7182355,141.6056722,0.182,0.1951,0.2731,0.2539,16.3209,21.406,26.7283,21.3607,13.1499,17.178,21.4433,17.1327,14.0658,27.1996,70.3047,29.7529,1266.0,0.826497,45.80533,31.658649,77.022437,kidneybeans
37,74,15,5.582178402,Clay loam,24.92360104,18.22590825,62.7089169,0.1426,0.1671,0.2307,0.1952,19.7409,26.5099,32.8505,27.2188,16.0023,21.5252,26.6196,22.234,7.4538,10.8926,30.1612,12.6066,1476.0,0.487597,186.80782,30.699753,77.953912,kidneybeans
25,76,24,5.56503533,Loamy,15.33042636,24.91506728,135.3315583,0.2016,0.2133,0.3054,0.277,11.7365,15.8239,20.6184,17.118,9.4369,12.7578,16.7858,14.0519,10.0487,27.337,62.9225,25.5133,4079.0,0.205694,129.514517,33.620818,76.003171,kidneybeans
34,66,17,5.889614577000001,Clay loam,18.81097271,21.27833035,125.084915,0.172,0.1854,0.241,0.2392,14.8922,19.8505,24.3463,20.0442,12.0706,16.0883,19.6435,16.282,11.1748,24.2083,62.8341,26.6568,2833.0,0.111345,160.647655,34.871617,74.214786,kidneybeans
20,69,15,5.934136378,Loamy,23.44260668,22.77255917,107.4137246,0.1769,0.1959,0.2827,0.2417,18.6232,23.936,31.3084,25.1507,15.1068,19.2475,25.4478,20.4622,12.4207,19.5543,54.6815,22.1799,4536.0,6.023379,216.720105,32.185441,77.354699,kidneybeans
37,65,16,5.683548308,Sandy loam,22.8352024,18.97267518,63.59276673,0.1603,0.1762,0.2271,0.2107,17.9201,23.7845,29.637,22.7279,14.4949,19.2175,23.9282,18.1609,6.1288,14.4709,29.6795,13.9364,1164.0,0.826497,225.833472,31.702964,77.076023,kidneybeans
18,74,15,5.70836603,Clay loam,24.9035819,22.27512704,146.4727237,0.1587,0.2142,0.2768,0.2485,19.7426,25.0396,33.3137,25.5824,16.0071,20.0589,27.0878,20.6017,13.9456,27.1224,71.4352,27.6059,4227.0,2.900995,120.655012,34.774292,75.586812,kidneybeans
4,67,25,5.948164454,Clay loam,23.78709569,24.35679348,119.6404412,0.19,0.2215,0.2992,0.2645,18.7836,23.8612,30.944,24.8402,15.2155,19.1038,24.9972,20.0828,8.4017,22.805,62.1671,24.9284,1891.0,1.860431,108.145154,33.867775,74.118503,kidneybeans
37,56,25,5.774755143999999,Clay loam,22.05592283,19.60379304,126.7265372,0.1591,0.1571,0.2362,0.2107,16.6906,23.4988,28.5093,23.9071,13.3822,19.0876,22.9953,19.4959,13.7764,23.8226,64.3248,24.3502,3990.0,2.946009,277.817379,31.366635,77.970344,kidneybeans
5,59,15,5.97229163,Clay loam,18.87492997,20.18238348,134.1811718,0.1644,0.1701,0.2488,0.2304,15.4388,19.963,23.9976,20.7434,12.6076,16.1881,19.2789,16.9684,15.9534,24.17,69.4678,29.1619,366.0,1.732435,46.319497,32.453017,75.423245,kidneybeans
11,61,21,5.532100554,Sandy loam,18.62328774,23.02410338,135.33780330000002,0.1726,0.2083,0.2891,0.2617,14.3758,19.7633,24.6047,19.8266,11.5823,16.0386,19.9488,16.1019,15.2339,27.8423,70.2589,28.0957,3470.0,4.253405,181.970408,34.705714,75.727392,kidneybeans
22,80,20,5.669560726,Sandy loam,23.00884744,18.86880997,100.118612,0.1585,0.1579,0.232,0.2118,17.8889,24.6862,29.7765,23.3619,14.4376,20.0845,24.0243,18.7601,7.2229,20.5953,49.9915,18.8679,5529.0,5.777157,246.364321,33.398474,76.642688,kidneybeans
12,61,19,5.655726817000001,Loamy,19.33162606,24.13995025,68.51253427,0.1931,0.2114,0.3065,0.2438,15.6642,19.8194,25.8011,20.8366,12.7645,15.9531,20.9682,16.9703,7.6421,12.7852,32.6459,11.3141,257.0,0.0,297.470181,30.428471,76.474464,kidneybeans
5,74,21,5.591704013999999,Clay loam,16.24469193,21.35793891,66.97053257,0.1573,0.1901,0.259,0.2231,12.3133,17.2634,21.6664,17.0222,9.8766,14.0145,17.6052,13.7732,3.5299,14.1529,34.8008,15.5097,4919.0,1.994873,49.923758,33.990276,76.852434,kidneybeans
27,69,22,5.932323085,Clay loam,17.91652287,24.90814655,69.14681022,0.1899,0.22,0.2899,0.279,13.8147,18.3559,23.6896,19.3495,11.1272,14.7726,19.2105,15.7662,6.5588,14.5175,33.598,17.9795,201.0,0.747009,42.112312,30.41019,74.616884,kidneybeans
31,75,18,5.824208308999999,Sandy loam,15.46789263,21.43780702,88.88796102,0.1829,0.1924,0.2667,0.2432,12.771,16.6232,20.3856,15.8021,10.4508,13.5296,16.5186,12.7085,6.1131,16.6756,45.4456,16.5024,5277.0,0.70888,150.785119,33.558386,76.535604,kidneybeans
36,68,20,5.86442953,Loamy,17.06104474,23.77201471,81.83420522,0.1871,0.2035,0.2793,0.2605,13.5439,18.2972,21.4821,18.2063,10.9848,14.885,17.2168,14.794,7.7457,20.2572,41.6575,16.2521,1696.0,5.863856,135.471688,33.698276,75.266713,kidneybeans
5,65,16,5.866744372,Sandy loam,21.32776028,18.48522915,109.1013261,0.1456,0.1751,0.2188,0.198,17.0009,22.8138,27.953,22.5742,13.8017,18.5483,22.6211,18.3087,13.6965,19.888,52.5395,23.1311,177.0,0.00408,176.664357,30.532755,74.020781,kidneybeans
32,79,15,5.706198621,Sandy loam,23.90910104,20.74619325,81.60211243,0.1832,0.1946,0.2367,0.2222,18.2933,25.2142,31.8069,25.1116,14.707,20.4324,25.8297,20.3298,6.3675,15.1791,43.7053,15.7221,222.0,0.030511,46.847234,31.541337,75.43967,kidneybeans
11,78,22,5.940546818,Loamy,23.89756791,22.74378977,112.6616435,0.1761,0.1929,0.2812,0.2501,19.2238,24.9817,31.0824,24.6002,15.6392,20.2022,25.108,19.8207,9.7674,26.1734,56.7498,24.1003,213.0,0.027145,169.269119,31.348832,74.530028,kidneybeans
0,55,22,5.916779289,Clay loam,22.98666928,20.57940608,143.85849380000005,0.1766,0.1806,0.2489,0.2263,18.0079,24.5955,29.8632,23.0502,14.5599,19.9981,24.1165,18.4529,16.4289,26.612,73.0208,29.0879,237.0,0.038375,102.068082,30.936959,75.795375,kidneybeans
14,59,15,5.779090476,Clay loam,21.35135729,22.91244883,146.4548645,0.1962,0.2041,0.2881,0.2486,16.6754,23.074,28.8412,22.2921,13.4727,18.8037,23.5034,18.0218,15.489,31.1659,71.0431,30.2695,2548.0,7.050563,202.576605,32.7737,75.632177,kidneybeans
29,68,23,5.82738029,Sandy loam,24.1638445,19.27907819,116.7324324,0.1458,0.1879,0.2283,0.2119,19.3722,24.3621,31.743,23.9533,15.7476,19.5293,25.702,19.1205,11.8089,22.3217,60.6583,23.1348,219.0,0.029234,56.380138,30.13131,75.415657,kidneybeans
32,68,19,5.514234138,Sandy loam,24.62835037,18.18325169,149.7441028,0.1627,0.1672,0.2109,0.1846,19.168,26.2457,31.9911,26.0724,15.4738,21.32,25.834,21.1468,13.1998,32.4719,77.0642,28.8702,257.0,0.0,117.428482,30.465321,76.392175,kidneybeans
17,64,17,5.662699104,Sandy loam,21.02213209,24.93896255,124.6118471,0.2079,0.2297,0.2709,0.2721,16.7481,20.6161,26.5829,22.1375,13.5948,16.4117,21.3273,17.9331,11.1027,22.4817,63.9339,27.7004,229.0,0.030511,226.900277,31.622152,75.540952,kidneybeans
13,69,19,5.86390397,Loamy,17.30844532,20.01730914,115.199245,0.1763,0.164,0.2465,0.2272,13.9491,18.1566,22.593,18.4856,11.3528,14.6949,18.2659,15.0239,8.7345,22.5811,57.6908,27.3497,237.0,0.061522,310.835325,31.459237,75.551198,kidneybeans
14,67,22,5.624690247999999,Loamy,23.82576704,24.75485098,84.64143632,0.1886,0.2376,0.2923,0.2659,18.6051,24.6159,30.9885,24.9382,15.0313,19.8508,25.0321,20.173,8.9563,16.3619,43.7576,20.259,382.0,1.405505,121.508465,30.423498,77.604544,kidneybeans
9,69,20,5.591560999,Sandy loam,19.30607278,23.96362799,129.3449326,0.1921,0.2205,0.2779,0.2722,14.7754,19.4557,25.7506,20.8243,11.8795,15.5945,20.9241,16.9631,14.2391,23.7588,66.058,26.3716,5727.0,3.546616,174.6337,34.526038,77.912692,kidneybeans
20,73,22,5.976312537999999,Clay loam,16.03768615,22.33195853,130.3900798,0.1729,0.1906,0.2585,0.2448,12.514,16.4898,20.6514,16.5981,10.1084,13.2823,16.642,13.3906,15.9811,27.4088,62.3078,26.5642,292.0,0.553004,38.569358,32.859802,74.678332,kidneybeans
40,78,20,5.669236258,Clay loam,19.18572809,20.83398341,80.15293435,0.1719,0.1926,0.2453,0.2358,15.5844,20.0459,25.2444,19.4224,12.7066,16.2088,20.448,15.5853,7.6335,18.5757,38.0907,17.1865,217.0,0.022376,359.636129,31.90366,74.55536,kidneybeans
27,72,23,5.961934481,Loamy,19.92889503,21.79992115,64.02640797,0.1731,0.2058,0.2675,0.2406,15.9827,20.6833,25.8525,21.1038,12.9934,16.6975,20.8703,17.118,9.2165,12.7278,32.8325,12.7295,320.0,0.148502,181.329401,31.505656,75.972496,kidneybeans
14,67,15,5.690065688,Loamy,19.56376468,24.67385131,139.2921004,0.2092,0.2321,0.2931,0.2735,16.6007,20.5979,25.6905,18.9567,13.6661,16.6851,20.7996,15.044,15.3749,28.8944,69.4842,26.8815,238.0,0.003902,332.938195,30.316336,75.738705,kidneybeans
7,56,18,5.698371311,Clay loam,18.31357543,24.32991649,76.14153904,0.1948,0.2085,0.3015,0.254,15.2183,19.2043,24.182,19.2463,12.4712,15.5416,19.6036,15.5835,5.2362,16.1751,36.489,16.6313,483.0,0.326726,296.09099,32.105512,75.936925,kidneybeans
27,65,18,5.59503163,Loamy,20.10993761,23.22323766,73.36386477,0.1907,0.2251,0.2678,0.2665,16.096,21.3228,26.4636,21.1643,13.0795,17.3008,21.4361,17.1424,7.3396,14.1026,34.9454,14.1602,208.0,0.025202,78.117743,30.384607,75.006799,kidneybeans
30,63,16,5.5259045260000015,Clay loam,23.60506572,21.90539577,100.5978728,0.1712,0.1822,0.2701,0.2477,18.471,24.9328,30.6489,25.1197,14.9303,20.2118,24.7477,20.3987,8.9903,22.6815,47.7589,20.888,298.0,1.375206,105.005935,31.23295,76.500135,kidneybeans
37,70,25,5.819403771,Sandy loam,19.73136909,24.89487354,84.06354115,0.2017,0.2343,0.289,0.2506,15.0412,20.5916,25.905,20.7276,12.0815,16.6453,20.9722,16.7814,6.0402,18.4061,43.3229,18.378,442.0,1.160493,56.284062,32.969032,74.782193,kidneybeans
27,63,19,5.562201934,Loamy,20.93409877,21.1893007,133.1914419,0.1815,0.1935,0.2445,0.2404,16.4735,20.3925,26.6307,21.828,13.3334,16.2056,21.3971,17.6412,11.1286,27.2214,72.1062,25.337,217.0,0.0,181.323049,30.534862,75.218632,kidneybeans
22,60,24,5.630664753,Sandy loam,18.78226261,20.24768314,104.2570723,0.1603,0.1811,0.2303,0.2022,13.7459,19.5214,24.5767,18.7467,10.9285,15.765,19.8811,14.9902,9.8945,21.38,53.1009,22.3298,3877.0,0.746509,143.667821,34.744117,75.328869,kidneybeans
3,72,24,6.03160778,Black,36.51268371,57.92887167,122.6539694,0.4629,0.5187,0.7017,0.6448,29.0072,37.9844,47.5534,38.1286,23.5303,30.6818,38.4252,30.8261,9.4745,21.339,64.1816,20.7027,399.0,0.259105,53.496808,19.341345,78.824459,pigeonpeas
40,59,23,5.269084669,Black,36.89163721,62.73178224,163.7266551,0.4938,0.5778,0.75,0.6816,29.3819,38.6123,48.7341,38.6443,23.8481,31.234,39.5112,31.266,16.9874,30.9965,81.5467,32.7171,448.0,0.039029,233.317904,17.306792,76.008417,pigeonpeas
33,73,23,5.985792703,Loamy,29.23540524,59.38967583,103.3301803,0.4775,0.5437,0.7008,0.6342,22.9916,31.0962,38.8059,31.007,18.6062,25.2491,31.497,25.16,10.502,18.5648,52.8408,20.852,247.0,0.02413,255.848724,20.708328,79.157051,pigeonpeas
27,57,24,6.09186275,Loamy,27.33534897,43.35795962,142.33036769999995,0.3393,0.3822,0.5189,0.4552,21.2923,28.3753,36.2204,28.9676,17.192,22.9082,29.3866,23.5005,16.9347,28.6175,73.4979,27.4071,415.0,0.531958,300.149872,21.819578,74.816747,pigeonpeas
10,79,18,5.624731337999999,Black,21.0643684,55.46985938,184.6226709,0.4486,0.5045,0.6891,0.6115,16.3073,23.3921,28.2378,22.592,13.1476,19.1792,22.9717,18.3791,13.2126,37.2223,94.0528,36.6415,187.0,0.070202,295.926425,17.244656,79.683674,pigeonpeas
30,75,25,6.446091759,Loamy,30.33276599,42.35249879,149.299952,0.3306,0.3804,0.5079,0.4966,23.6492,31.1741,39.9072,31.5883,19.0992,25.1076,32.324,25.5218,13.556,26.4907,74.9438,32.5802,538.0,0.077749,233.113411,16.40596,75.8851,pigeonpeas
40,70,20,5.623490042999999,Sandy loam,31.80130272,45.03186173,147.03614419999997,0.3626,0.3919,0.5501,0.4868,24.4213,32.8841,41.3985,34.0783,19.6511,26.5239,33.4482,27.7181,13.4876,30.2717,75.5056,30.358,338.0,0.107772,111.628414,21.752022,79.812351,pigeonpeas
38,55,19,5.864623352000001,Sandy loam,33.18184225,38.23184742,198.8298806,0.3011,0.3464,0.4466,0.4099,26.4469,35.6457,43.1401,34.7789,21.4697,29.0093,34.8447,28.1426,18.3394,41.0379,98.276,39.7463,612.0,0.464448,266.153736,17.040137,78.169747,pigeonpeas
