Soilcolor,Ph,K,P,N,Zn,S,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,WD10M,GWETTOP,CLOUD_AMT,WS2M_RANGE,PS,label,longitude,latitude,elevation,slope,aspect 
other,6.0,224.41,5.04,0.0969,1.57,7.44,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.15277777777778,9.49722222222222,2229,89.94373024833102,-45.0
other,6.4,192.0,1.0,0.1209,1.6,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.29722222222222,8.499999999999998,1661,89.98685074003272,51.70983680775693
Reddish brown,6.4,220.0,3.0,0.1209,1.7,11.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.66944444444445,9.191666666666665,2703,89.98902379716242,46.39718102729638
red,6.4,742.0,11.0,0.1209,5.3,10.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.35,9.999999999999998,1181,89.99792626495307,31.411870810116
brown,5.63,149.0,3.0,0.2289,1.0,11.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.68611111111111,9.930555555555554,1796,89.99784215283421,130.6012946450045
red,5.85,248.0,2.0,0.2289,1.9,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.480555555555554,8.716666666666665,1392,89.97459610712873,28.61045966596522
brown,5.8,373.0,11.0,0.250293402,3.5,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.01111111111111,8.149999999999999,1860,89.9934098886004,62.9044475062482
brown,5.8,700.0,27.0,0.250293402,2.2,12.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.12222222222222,9.719444444444443,2619,89.98410436324212,-92.86240522611176
black,6.4,595.0,4.0,0.161,2.7,9.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.63055555555555,9.18611111111111,2699,89.93633804896157,-126.86989764584402
brown,5.8,180.0,4.0,0.250293402,1.2,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.21388888888889,9.355555555555554,2239,89.99493147406533,-52.76516601842533
red,5.8,235.0,1.0,0.250293402,1.0,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.61388888888889,8.097222222222221,2638,89.9810112248719,-72.64597536373867
black,5.8,361.0,2.0,0.250293402,1.1,10.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.04166666666666,8.719444444444443,2696,89.99205218146814,-92.86240522611176
brown,5.8,250.0,2.0,0.250293402,1.1,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.769444444444446,9.55,2208,89.99569418820252,-120.03328043599517
brown,6.37,995.0,65.0,0.111842553,12.8,13.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.480555555555554,8.813888888888888,2243,89.99760337085357,108.43494882292202
red,5.5,200.0,5.0,0.2124,1.8,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.29166666666666,9.655555555555557,2675,89.98874604619276,-135.0
brown,6.8,410.35,26.16,0.0884,4.02,5.03,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.63611111111111,9.541666666666666,1744,89.99611846074812,-90.69869438298348
black,6.3,1162.0,135.0,0.0732,8.3,10.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.83333333333333,8.283333333333331,2814,89.97152950060656,-116.565051177078
red,6.62,258.0,7.4,0.156888135,1.3,21.8,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.91388888888888,9.913888888888888,1588,89.99513959898212,-82.9834982552771
brown,5.85,322.0,4.0,0.2289,1.2,9.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.88333333333333,9.27222222222222,1061,89.98804562147116,34.28687697720896
brown,5.8,404.0,24.0,0.250293402,1.8,5.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.31944444444444,9.66111111111111,2761,89.99372110003591,75.14138555207533
red,5.68,310.0,3.0,0.076819645,2.8,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.638888888888886,9.541666666666666,1362,89.99723302929058,-178.50566640873348
red,7.75,520.0,2.1,0.097377506,1.4,3.8,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.37222222222222,8.33611111111111,1594,89.98069962892981,75.96375653207353
gray,5.4,367.0,61.0,0.2255,2.8,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.19722222222222,9.025,2203,89.97005592747166,-41.18592516570965
gray,5.4,79.0,9.0,0.2255,0.5,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.59722222222222,8.730555555555554,2059,89.9810112248719,-162.6459753637387
red,4.7,327.0,3.0,0.1801,1.9,13.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.96111111111111,9.744444444444444,2595,89.99251811829403,156.44773632710536
brown,6.5,859.0,89.0,0.1875,3.7,9.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.327777777777776,8.180555555555554,2597,89.99887850204748,-110.41428275542896
red,5.84,657.0,9.8,0.150259886,3.5,14.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.63055555555555,9.569444444444445,2976,89.97776827432034,-155.22485943116808
red,6.1,465.0,41.0,0.1526,2.0,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.27222222222222,8.888888888888888,-32767,0.0,180.0
brown,5.55,484.0,7.0,0.2289,2.2,11.0,7.586666667,8.136666667,11.43,10.15,26.32666667,28.97,24.37666667,22.67333333,7.513333333,11.38333333,11.81,10.08666667,0.91,2.266666667,11.76666667,2.96,88.31,0.63,59.11,6.01,77.15,Maize,38.89722222222222,9.152777777777777,2663,89.99570008523123,-88.45184230102204
black,6.5,300.0,7.0,0.0738,1.4,5.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.21388888888889,8.28611111111111,-32767,0.0,180.0
brown,5.3,367.0,10.0,0.2861,1.0,10.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.65,9.183333333333332,2784,89.97614166671742,102.9946167919165
black,7.7,540.0,2.0,0.1067,1.3,3.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.56388888888889,8.79722222222222,-32767,0.0,180.0
brown,5.8,326.0,39.0,0.2326,2.2,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.7,9.852777777777776,1127,89.99661774144099,-137.15296278910048
brown,5.2,280.0,5.0,0.1622,0.9,5.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.27222222222222,8.68611111111111,-32767,0.0,180.0
black,6.15,239.0,1.2,0.079226038,1.1,3.8,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.7,9.966666666666663,1477,89.99556704143353,-102.87500155961249
red,5.3,197.0,2.0,0.2017,0.7,12.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,39.05833333333333,9.89722222222222,1799,89.99893913794908,96.69868108758772
red,5.9,116.0,2.0,0.2385,1.7,3.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.64722222222222,9.53611111111111,1301,89.99443952483665,-117.01266534793854
red,5.4,149.0,4.0,0.2893,1.1,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.2,8.038888888888888,2304,89.98904980715767,139.1849161251184
red,5.4,464.0,4.0,0.2406,1.5,12.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.26111111111111,8.802777777777777,2292,89.98817010641345,-138.01278750418336
other,5.3,323.0,2.0,0.2017,1.3,11.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,37.56388888888889,8.294444444444443,-32767,0.0,180.0
red,5.3,286.0,3.0,0.2017,1.0,17.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,38.40555555555555,8.633333333333333,2166,89.96441187740581,116.565051177078
red,5.3,141.0,5.0,0.2017,0.7,16.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,39.125,9.677777777777775,2594,89.77492207876419,135.0
black,5.9,262.0,1.0,0.1496,1.0,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.05833333333333,8.630555555555555,-32767,0.0,180.0
black,6.55,271.0,0.05,0.131968013,1.0,0.05,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.43333333333333,9.233333333333333,1960,89.99758391173863,124.1725468961746
other,5.2,154.0,2.0,0.2158,0.7,16.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,38.58611111111111,8.299999999999999,2123,89.99372110003591,157.98871680208063
brown,6.0,525.0,2.0,0.1867,1.9,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.33055555555556,8.54722222222222,1471,89.97579934893253,-8.74616226255521
other,5.2,106.0,2.0,0.2158,1.7,18.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,38.425,9.483333333333333,1664,89.99488059838278,62.19854122006586
red,6.6,836.0,5.0,0.2196,3.0,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.50833333333333,8.325,-32767,0.0,180.0
red,5.2,135.0,2.0,0.2158,0.7,17.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,38.388888888888886,8.019444444444442,1834,89.93633804896157,-90.0
other,5.3,157.0,1.0,0.2017,1.0,14.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,39.013888888888886,8.705555555555554,1880,89.93757432004688,101.3099324740202
brown,5.3,92.0,2.0,0.2017,0.8,17.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,39.90555555555555,9.155555555555557,892,89.99487662111821,56.82148834060726
red,5.5,131.0,1.0,0.0539,0.7,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.68055555555555,9.438888888888888,2551,89.99784457830003,100.9294880021804
brown,6.2,853.0,15.0,0.216,2.2,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,38.327777777777776,9.016666666666666,2159,89.98775731225618,180.0
brown,6.0,731.0,4.0,0.2119,2.1,8.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.61944444444444,9.758333333333333,1422,89.99050983284123,10.304846468766032
red,5.2,223.0,2.0,0.2158,1.2,12.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,39.00833333333333,8.605555555555554,2013,89.99816654059472,-99.9506266879516
red,5.3,232.0,3.0,0.2017,1.1,14.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,39.61111111111111,8.291666666666666,2541,89.99038509835181,115.01689347810004
other,5.3,279.0,2.0,0.2017,1.2,15.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.825,9.62222222222222,2500,89.99267623929225,23.02549200852804
brown,6.2,686.0,12.0,0.1627,3.1,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,39.61666666666667,9.594444444444443,2929,89.99407891624408,-161.565051177078
black,6.0,571.0,4.0,0.2374,1.9,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Maize,37.71666666666666,9.366666666666664,1414,89.99124543853216,-31.504266719204196
other,5.2,221.0,2.0,0.2158,1.1,13.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,39.12222222222222,8.53611111111111,1718,89.99025074295963,-117.34987578006988
red,5.2,179.0,2.0,0.2158,1.2,16.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Maize,37.99444444444444,9.95,1053,89.99640597300967,96.48307369289724
red,5.2,132.0,1.0,0.2158,1.3,11.0,8.383333333,9.543333333,13.49,12.63666667,29.17333333,33.1,26.3,25.15333333,8.533333333,13.18333333,13.02666667,11.33666667,0.413333333,4.41,16.62,5.43,0.06,0.7,48.62,6.21,81.38,Maize,37.35,8.052777777777777,-32767,0.0,180.0
red,5.2,257.0,2.0,0.2158,1.2,11.0,8.383333333,9.543333333,13.49,12.63666667,29.17333333,33.1,26.3,25.15333333,8.533333333,13.18333333,13.02666667,11.33666667,0.413333333,4.41,16.62,5.43,0.06,0.7,48.62,6.21,81.38,Maize,38.18333333333333,9.191666666666665,2700,89.98566404402564,-97.76516601842536
brown,5.3,440.0,3.0,0.2017,1.9,5.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Maize,37.90277777777778,9.599999999999998,2490,89.99882715622803,-104.29225507742156
other,5.2,431.0,3.0,0.2158,1.1,12.0,8.383333333,9.543333333,13.49,12.63666667,29.17333333,33.1,26.3,25.15333333,8.533333333,13.18333333,13.02666667,11.33666667,0.413333333,4.41,16.62,5.43,0.06,0.7,48.62,6.21,81.38,Maize,38.45833333333333,8.405555555555555,2986,89.99673369370547,51.24837166503824
red,5.3,354.0,4.0,0.2017,1.3,12.0,8.383333333,9.543333333,13.49,12.63666667,29.17333333,33.1,26.3,25.15333333,8.533333333,13.18333333,13.02666667,11.33666667,0.413333333,4.41,16.62,5.43,0.06,0.7,48.62,6.21,81.38,Maize,37.61111111111111,8.26111111111111,-32767,0.0,180.0
brown,5.3,176.0,3.0,0.2017,1.4,7.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Maize,37.14722222222222,9.469444444444443,2228,89.94373024833102,45.0
brown,5.6,381.0,18.0,0.1376,3.6,6.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Maize,37.355555555555554,8.491666666666665,-32767,0.0,180.0
red,5.3,146.0,2.0,0.2017,1.3,4.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Maize,38.49444444444444,9.61111111111111,2124,89.99701416773394,106.90515809863568
