N,P,K,ph,temperature,humidity,rainfall,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,elevation,slope,aspect,soil_Alluvial,soil_Black,soil_Clay,soil_Clay loam,soil_Laterite,soil_Loamy,soil_Sandy,soil_Sandy loam,label
80,52,39,7.165696848,26.41915161,76.85691248,197.2101782,0.5968,0.6972,0.9297,0.8517,19.9421,28.0767,34.1468,27.8234,15.9792,22.7929,27.542,22.5396,15.5618,41.8576,98.7187,37.9295,70.0,0.099409,105.299661,0,0,1,0,0,0,0,0,8
69,64,47,6.993473247000001,40.21199348,94.50766912,186.6762324,0.7395,0.86,1.1347,1.0292,31.5086,42.0846,52.3365,42.148,25.4768,34.0422,42.2835,34.1056,20.3484,37.8974,95.9548,34.158,86.0,0.014936,157.500889,0,0,0,0,0,1,0,0,17
15,36,27,5.6437102160000014,27.78912455,53.96886679,91.01152997,0.4261,0.49,0.6587,0.5807,22.5415,29.1434,36.5284,28.5139,18.3731,23.5855,29.5811,22.9561,9.9065,16.8932,43.6318,15.861,671.0,0.022613,216.601785,0,0,0,0,0,0,0,1,12
1,12,30,5.56222383,27.754298,95.94643831,131.09000759999998,0.7799,0.8628,1.1419,1.0419,22.6879,29.7204,35.9239,28.5784,18.5248,24.1695,28.9854,23.0276,6.5179,24.8016,64.1851,24.1372,1485.0,1.500367,351.38982,0,0,0,0,0,1,0,0,4
29,121,196,6.079497202000001,22.84852833,94.32130209,123.5977843,0.7654,0.8418,1.1479,1.0554,19.4042,23.2608,29.4881,23.7242,15.9769,18.6911,23.776,19.1545,14.66,24.8689,64.6195,24.7111,200.0,0.003695,188.811879,0,0,0,1,0,0,0,0,0
89,54,38,6.685346424,24.51588066,83.53521629999999,230.4462359,0.6709,0.7377,0.9944,0.9377,19.4543,25.6244,32.0057,25.9437,15.7769,20.7212,25.8768,21.0405,23.0549,45.248,114.9005,46.4384,258.0,0.176985,82.69318,0,0,0,0,0,1,0,0,20
57,67,25,7.551364319,32.34744009,66.61452812,64.55882254,0.5467,0.6059,0.8058,0.7259,25.7136,34.3198,42.6221,33.2838,20.8615,27.8503,34.5352,26.8143,8.9885,16.307,31.6378,12.8934,474.0,0.130903,18.282595,0,0,0,0,0,1,0,0,2
8,120,196,6.053662544,24.06679352,82.66396666,69.81855775,0.6642,0.7532,0.9767,0.9215,19.1932,25.1396,31.0143,25.7927,15.5832,20.3263,24.9976,20.9794,5.7682,16.0994,33.4555,12.1143,371.0,0.067246,9.253774,0,1,0,0,0,0,0,0,7
7,15,32,6.182232762000001,25.03512351,95.89739958,174.796583,0.7771,0.8634,1.138,1.0425,19.2134,27.2605,32.2427,26.2837,15.4582,22.2535,25.9839,21.2767,14.7495,32.8375,87.679,34.2464,0.0,0.0,182.928006,0,0,0,0,0,1,0,0,4
3,78,18,6.887130053,20.21368219,68.65257685,50.89732989,0.5427,0.6133,0.8344,0.7452,16.1795,20.817,27.6132,21.8087,13.1475,16.7743,22.5598,17.7659,3.0521,9.4717,27.4982,7.7347,666.0,0.00613,177.468273,0,0,0,0,0,1,0,0,10
37,77,20,7.080506001,25.93381964,68.70533022,51.02372773,0.5506,0.6026,0.8219,0.7507,20.0066,27.6201,33.219,26.9778,16.1166,22.4333,26.7356,21.791,4.7431,8.5044,27.9347,11.9482,348.0,0.033121,186.28164,0,0,0,1,0,0,0,0,10
7,60,25,6.397636709,28.2753171,82.76020821,56.04995423,0.6591,0.7376,0.9798,0.9234,21.8859,29.6652,37.2777,29.8557,17.6446,24.0101,30.2089,24.2006,8.7567,9.4548,27.5303,12.5451,399.0,1.144391,203.799458,0,0,0,0,0,1,0,0,14
82,77,46,5.901100841,28.9470467,82.1888998,95.83016448,0.6598,0.7476,0.9775,0.895,22.6816,30.7897,38.2554,30.3585,18.3396,25.0003,31.0186,24.5691,11.876,16.8677,45.3523,20.7473,0.0,0.0,24.427211,0,0,0,0,0,1,0,0,1
116,38,34,6.020947179,23.29250318,50.04557009,183.468585,0.4005,0.4723,0.6118,0.5431,18.5152,24.8695,31.1404,24.4335,15.0213,20.211,25.3173,19.775,17.647,40.2654,93.3989,36.6521,0.0,0.0,226.567394,0,0,0,0,0,1,0,0,5
111,29,31,6.136286518,26.05968403,52.31098539,161.3432535,0.4194,0.4817,0.6244,0.5969,19.5501,27.3174,33.8528,27.4719,15.6411,22.1055,27.3379,22.26,17.1733,29.5275,82.0971,30.6571,0.0,0.0,89.173354,0,0,0,0,0,1,0,0,5
104,20,26,7.493191968,27.22783677,52.95261751,175.7260273,0.4393,0.487,0.6405,0.5722,20.8737,29.1329,36.3446,28.8137,16.7896,23.6873,29.5376,23.3681,17.6686,33.2093,85.7812,38.3581,89.0,0.057267,203.020349,0,0,0,1,0,0,0,0,5
87,48,38,7.161865733,23.81579631,80.94023552,190.312216,0.6381,0.7271,0.9714,0.8746,18.729,24.8394,31.4095,24.7474,15.1566,20.0763,25.4556,19.9842,20.5829,37.861,95.0696,35.8253,0.0,0.019539,136.591184,0,0,1,0,0,0,0,0,8
81,34,30,6.6477659970000005,25.17787724,62.26244581,135.0119649,0.5046,0.5665,0.7469,0.7067,19.5733,26.0975,33.2865,26.2197,15.7966,21.0619,26.992,21.1842,14.8442,25.1153,64.7371,27.408,640.0,1.246287,180.734824,0,0,0,1,0,0,0,0,5
28,7,9,6.730757538,34.591784600000004,92.13229786,115.5650287,0.7447,0.8206,1.1054,1.0307,27.3185,36.7152,45.2074,35.383,22.1297,29.7968,36.5595,28.4647,12.9834,20.9191,57.2987,22.5649,547.0,0.182945,166.427467,1,0,0,0,0,0,0,0,16
32,55,51,6.57398033,29.60718808,93.15642801,62.68710535,0.761,0.8271,1.1107,1.0448,23.4841,31.4271,39.4375,30.3004,19.043,25.5057,32.0357,24.379,5.9688,11.9157,31.0875,15.0635,200.0,0.193693,276.151558,1,0,0,0,0,0,0,0,17
22,30,12,6.354006743999999,15.78144173,92.51077745,119.035002,0.7455,0.8343,1.1064,1.0194,12.1925,16.6284,20.7446,17.1088,9.8253,13.4722,16.7993,13.9526,11.1437,23.1024,58.758,24.5011,379.0,0.416479,130.359266,1,0,0,0,0,0,0,0,16
58,75,25,7.261791753,25.25596239,61.36669662,68.64685069,0.487,0.5506,0.7403,0.6656,19.8415,26.6857,32.2938,27.3239,16.0531,21.6346,25.9798,22.2727,6.4327,13.5971,34.145,10.1128,0.0,0.0,24.305175,0,0,0,1,0,0,0,0,2
32,129,201,6.48754639,16.36251869,83.00471609,71.55665483,0.6756,0.7606,1.0116,0.9194,12.1402,17.4216,21.7001,16.7599,9.6859,14.1491,17.6095,13.4874,8.8061,15.2159,37.9808,12.9828,485.0,0.382218,210.469011,0,0,0,0,0,1,0,0,7
27,13,6,7.335158382,13.36050601,91.35608208,111.2266885,0.7338,0.8294,1.0909,1.0064,10.1585,13.4816,16.7867,14.5428,8.1544,10.8095,13.4466,11.8707,10.756,21.1166,54.0155,25.0101,300.0,0.0233,235.514429,0,0,0,0,0,0,0,1,16
2,38,33,4.691396195,32.38697531,53.2328243,90.21633216,0.4295,0.4861,0.6497,0.6052,24.6572,34.439,42.9617,34.4083,19.7992,27.9616,34.8649,27.9309,7.629,20.9861,43.77,16.666,283.0,0.097544,145.095574,0,0,0,0,0,0,0,1,12
2,143,196,5.669489065,22.71271308,90.45261746,109.8852597,0.7172,0.7906,1.1078,0.9936,17.6654,24.2592,29.708,23.3978,14.2585,19.7166,24.0298,18.8553,7.5349,21.9656,51.2793,21.582,5167.0,1.345769,267.113242,0,0,0,1,0,0,0,0,0
82,24,26,6.089443602999999,24.31274458,53.57285558,184.4103931,0.4179,0.4921,0.6514,0.5747,18.8892,25.1702,31.6246,25.5391,15.2423,20.3076,25.5464,20.6766,18.6291,37.4862,92.2211,36.7399,692.0,0.141136,59.537631,0,0,0,1,0,0,0,0,5
48,65,78,7.861128148,17.43732714,14.33847406,73.0926704,0.1398,0.1355,0.1591,0.1358,13.9053,18.2931,22.8299,17.9308,11.2897,14.8056,18.4706,14.4433,3.6291,14.8647,37.0119,17.0077,304.0,0.005026,265.627561,0,0,0,0,0,0,0,1,3
18,21,35,6.368560522,23.2801227,94.94330457,111.1382096,0.752,0.8535,1.1394,1.0238,18.3838,24.1748,29.7485,25.4967,14.8918,19.5187,23.9284,20.8406,12.7994,18.8609,52.9188,20.6273,695.0,2.122574,112.565625,0,0,0,0,0,0,0,1,19
24,37,21,5.818219385,30.573999,58.22686794,62.74803826,0.4517,0.538,0.6851,0.6393,23.8312,32.4122,40.7875,31.9584,19.2451,26.2974,33.144,25.8436,5.2411,12.7719,30.4875,12.7178,445.0,0.858881,241.028059,0,0,0,0,0,0,1,0,13
117,56,15,7.368258226,25.99237426,77.0543546,89.1188212,0.6175,0.6839,0.9419,0.8386,19.9153,27.1182,33.5021,27.2099,16.0164,21.9197,27.004,22.0114,12.9978,18.5878,47.3666,16.9722,30.0,0.021724,359.434721,0,0,0,0,0,0,0,1,6
70,50,53,6.933809742999999,37.4620912,90.44967809,172.3458448,0.7292,0.8165,1.0906,1.0195,29.3695,39.3476,49.2804,38.8643,23.7502,31.8552,39.9149,31.3719,15.0186,35.2617,85.0275,33.8666,0.0,0.0,265.884645,0,0,0,0,0,1,0,0,17
56,57,48,6.506120752,31.56213762,93.0484859,63.62250788,0.7475,0.8474,1.1169,1.0305,24.5784,33.2305,41.7237,33.0321,19.844,26.9181,33.8331,26.7197,5.92,11.3058,35.8536,12.7552,0.0,0.0,263.908248,0,0,0,0,0,0,0,1,17
6,8,11,6.600948787999999,24.35590861,92.39651663,119.6946577,0.7427,0.8394,1.1127,1.0202,19.9644,24.8523,32.2887,25.5905,16.311,19.9811,26.1998,20.7193,10.5287,22.8045,60.8039,23.7,255.0,0.127547,35.176673,0,0,0,0,0,0,0,1,16
39,65,23,7.685959305,25.43459777,69.12613376,41.02682925,0.5591,0.6298,0.827,0.7686,20.8022,26.7387,33.5057,26.6648,16.987,21.6518,27.147,21.5778,6.8247,11.1608,17.1042,10.0966,94.0,0.004158,339.650716,0,0,0,1,0,0,0,0,10
20,69,15,5.934136378,23.44260668,22.77255917,107.4137246,0.1769,0.1959,0.2827,0.2417,18.6232,23.936,31.3084,25.1507,15.1068,19.2475,25.4478,20.4622,12.4207,19.5543,54.6815,22.1799,4536.0,6.023379,216.720105,0,0,0,0,0,1,0,0,9
49,68,22,7.127064207,28.56840626,61.53278622,63.49726331,0.489,0.5602,0.7304,0.6796,21.9137,30.2801,37.7577,30.0928,17.6284,24.5664,30.6156,24.3791,8.5652,12.9924,31.1296,13.3398,0.0,0.0,225.273632,1,0,0,0,0,0,0,0,2
34,47,19,6.568795403999999,27.31372793,85.44815232,53.15223123,0.6952,0.7709,1.0328,0.9421,21.9908,28.5689,35.7525,28.5443,17.8938,23.1062,28.924,23.0815,5.1976,8.331,27.86,8.9811,362.0,0.377148,244.934718,0,0,0,0,0,0,0,1,14
21,62,24,6.8473828910000005,33.49077065,62.73317204,65.45328463,0.5024,0.5684,0.7554,0.7044,26.7647,35.0646,43.9085,34.5405,21.741,28.3664,35.5358,27.8424,8.6362,13.0094,33.8003,9.3713,896.0,0.014258,126.295081,1,0,0,0,0,0,0,0,2
120,20,34,6.906124587000001,23.56960509,50.56339727,130.3797119,0.4341,0.4357,0.6218,0.5713,17.2255,24.4536,31.7624,24.1905,13.6901,19.7397,25.87,19.4766,13.4172,23.0876,66.6963,26.9755,91.0,3.397021,175.012853,0,0,0,0,0,1,0,0,5
5,32,33,5.842763773,32.32362177,52.58967710000001,93.36718816,0.4289,0.4854,0.6542,0.5841,25.9281,33.176,42.1981,34.3109,21.0796,26.7113,34.1172,27.8462,9.3476,17.3409,45.2763,19.4538,85.0,0.019311,321.365435,1,0,0,0,0,0,0,0,12
4,36,22,7.012740397000001,27.60887393,86.13316408,43.80041104,0.6785,0.7739,1.0251,0.9385,20.9555,29.1167,36.4793,28.6237,16.8142,23.5949,29.5771,23.1019,6.3686,7.7419,22.5115,7.4851,193.0,0.231554,334.304846,1,0,0,0,0,0,0,0,14
10,136,204,6.276198595,21.19852186,92.15595143,105.8554351,0.74,0.8375,1.1092,1.0219,16.7032,21.6172,28.371,21.9634,13.5234,17.3775,23.0714,17.7237,12.5022,20.0333,52.5087,23.693,4524.0,9.580429,76.098451,0,0,0,0,0,0,0,1,0
31,25,38,6.4973666770000005,24.96273236,92.40501423,109.4169192,0.7259,0.8311,1.1009,1.0294,19.5833,26.0467,32.8524,26.5084,15.8389,21.0542,26.6118,21.5159,10.917,24.8268,53.2858,22.4472,721.0,0.002203,286.405274,0,0,0,0,0,1,0,0,19
39,70,15,6.366355781,20.76774783,63.90164154,47.9271552,0.5001,0.5699,0.7345,0.6988,15.209,21.9745,26.7655,21.306,12.0938,17.8209,21.5735,17.1525,1.6521,8.509,26.9802,6.6756,105.0,0.011154,39.135709,0,0,0,0,0,1,0,0,10
84,36,28,6.119892347,26.7350622,55.55164819,140.63052130000003,0.426,0.5011,0.6816,0.6259,20.9998,27.9629,34.6369,27.5447,16.9895,22.6159,27.9531,22.1977,15.7931,26.629,66.7688,29.4076,0.0,0.0,283.629742,0,0,0,0,0,1,0,0,5
11,41,19,5.131779302,26.85911286,41.81420849,44.13827124,0.3346,0.3832,0.4904,0.4591,21.7525,28.0693,35.7408,28.5458,17.7237,22.6974,29.026,23.174,4.5296,7.9853,19.8713,7.9199,70.0,0.083746,306.89215,0,0,0,0,0,0,0,1,13
34,54,24,5.026003659,31.2119298,41.55934359,68.80141783,0.3441,0.3772,0.4792,0.4544,25.5354,32.7847,41.7458,33.4272,20.8536,26.5424,33.9428,27.1849,9.5785,15.7648,31.7698,12.4168,170.0,0.064953,67.72036,0,0,0,0,0,0,0,1,13
100,76,45,5.590236025,25.56703012,75.94067692,102.7867717,0.6068,0.689,0.9157,0.8218,19.9487,26.909,34.0283,27.5129,16.1136,21.7956,27.6366,22.3995,10.3827,20.2121,50.1795,20.373,696.0,0.043716,315.085337,0,0,0,1,0,0,0,0,1
16,7,8,6.420457311,22.79196751,90.60901895,116.5084074,0.7165,0.8163,1.1004,0.994,17.7635,24.0527,30.3636,23.3969,14.3447,19.4943,24.6656,18.8385,10.9476,24.1459,58.8252,21.293,535.0,0.241995,192.39628,0,0,0,0,0,1,0,0,16
7,45,22,9.926212291,25.50634557,44.8302551,74.32635105,0.3467,0.4155,0.5568,0.4789,20.0924,27.4667,33.4335,26.6178,16.2664,22.3654,27.0569,21.5165,6.9015,14.8007,38.2047,15.653,452.0,0.238459,28.33517,0,0,0,0,0,0,0,1,13
42,74,83,7.545258424,19.2582557,14.2804191,65.78042032,0.1429,0.1268,0.164,0.1631,15.1721,20.7505,25.4971,19.2922,12.2834,16.8989,20.6826,15.4406,3.2408,14.6999,33.3482,13.7524,499.0,0.0,57.66499,0,0,0,0,0,0,0,1,3
25,57,19,5.566522896,17.15432954,19.87070659,87.99669731,0.1604,0.1743,0.225,0.2218,12.4998,17.951,22.3298,18.2727,9.9266,14.5202,18.0412,14.8418,10.386,17.2806,42.569,17.9355,2470.0,0.755531,10.826004,0,0,0,0,0,0,0,1,9
40,65,49,6.678449317999999,35.32876402,91.06138506,163.9069365,0.7169,0.8257,1.1107,1.0014,27.2662,36.7816,44.9814,36.7114,21.9669,29.7158,36.1492,29.6456,20.2625,33.1067,83.3216,30.483,499.0,0.002651,326.169539,1,0,0,0,0,0,0,0,17
44,47,45,6.579441304,38.73218907,94.73613484,218.142147,0.7647,0.8426,1.1265,1.0276,30.4094,40.3965,51.6326,40.1802,24.5995,32.6501,41.9495,32.4337,25.0064,41.1441,109.016,43.0437,0.0,0.0,331.186412,0,0,0,0,0,1,0,0,17
56,75,15,7.152272256,30.20157245,60.06534859,66.37171179,0.4818,0.5435,0.7042,0.6635,23.8877,30.8042,39.4267,32.3476,19.3574,24.7639,31.8763,26.3073,3.4307,13.5452,34.1286,11.5794,532.0,0.253548,139.812491,0,0,0,1,0,0,0,0,2
22,55,16,6.516317561,23.7937153,68.03209183,49.73922097,0.5328,0.6037,0.8116,0.7585,18.8206,24.4652,30.7031,24.0668,15.2516,19.7065,24.7547,19.3081,5.6226,9.4006,22.4829,7.3557,145.0,0.007946,91.347117,0,0,0,0,0,1,0,0,10
14,67,22,5.624690247999999,23.82576704,24.75485098,84.64143632,0.1886,0.2376,0.2923,0.2659,18.6051,24.6159,30.9885,24.9382,15.0313,19.8508,25.0321,20.173,8.9563,16.3619,43.7576,20.259,382.0,1.405505,121.508465,0,0,0,0,0,1,0,0,9
30,120,200,6.234904253,38.06099482,82.24729637,65.70148216,0.6499,0.7457,0.9933,0.9117,30.1881,39.547,50.1965,40.0147,24.4789,31.9348,40.6813,32.4025,4.1366,15.6578,33.7968,8.3027,747.0,0.376547,37.902004,0,0,0,0,0,0,0,1,7
90,15,52,6.448061578,27.04927452,91.3821731,23.65747461,0.7192,0.831,1.0908,1.0163,22.3104,28.9372,35.6425,28.9682,18.253,23.5273,28.8801,23.5583,4.7482,7.315,14.0179,4.8205,47.0,0.052245,25.26971,0,0,0,0,0,0,1,0,15
30,30,35,6.001936419,25.00872392,95.59224018,165.8092179,0.7673,0.876,1.1422,1.053,18.9375,25.7924,33.1699,26.5728,15.1862,20.7907,26.9177,21.5711,16.6786,34.3757,82.9019,36.3656,0.0,0.0,100.070926,1,0,0,0,0,0,0,0,4
64,45,43,5.534878156,25.62980105,83.52842314,209.9001977,0.6596,0.7414,0.9885,0.9048,20.2222,27.1807,33.2013,27.866,16.3777,22.0548,26.7939,22.74,24.0363,41.5994,106.8025,43.106,113.0,0.072616,19.385497,1,0,0,0,0,0,0,0,20
21,17,15,7.455991072000001,23.98289638,91.5473145,118.4901697,0.7311,0.8439,1.0921,1.0099,19.4636,24.9581,31.7363,24.9429,15.8662,20.1616,25.7406,20.1463,15.9694,21.7486,61.4842,22.3969,623.0,0.12961,79.726718,1,0,0,0,0,0,0,0,16
101,10,47,6.936997681,25.5421695,83.31883376,57.57343233,0.6759,0.7598,1.0013,0.9153,19.6682,27.2883,34.0621,27.002,15.8369,22.1798,27.6765,21.8936,8.7222,10.3962,29.8098,9.7947,631.0,0.01746,319.028512,0,0,0,0,0,1,0,0,21
74,49,38,7.4880144039999985,23.31410442,71.4509053,164.49703730000004,0.5778,0.6445,0.8496,0.7727,17.7622,23.7462,29.8109,24.1565,14.2651,19.0834,23.9824,19.4936,15.7049,31.2331,80.193,32.1091,23.0,0.012313,2.148577,0,0,0,0,0,1,0,0,8
101,92,45,5.758054257,28.22776705,80.64303840000002,98.00403016,0.6475,0.747,0.9578,0.8973,23.2211,28.8756,37.5614,30.0335,18.9869,23.23,30.5044,24.388,11.1082,17.1517,47.764,17.0582,0.0,0.0,131.121562,0,0,0,1,0,0,0,0,1
27,62,77,6.576415562,18.19737048,14.71070537,70.18185181,0.1153,0.1294,0.1654,0.1646,14.7597,18.3829,25.1944,19.6057,12.03,14.7435,20.6451,15.9662,7.0947,13.936,38.0193,17.5536,491.0,0.259758,223.647532,0,0,0,0,0,0,0,1,3
54,61,77,6.206582192999999,18.81198127,15.21618225,77.54294240000002,0.134,0.1161,0.1735,0.1703,15.0818,19.9818,24.6752,19.4187,12.26,16.2194,19.9722,15.6563,6.4797,14.3394,36.8985,15.1339,389.0,0.124627,179.969559,0,1,0,0,0,0,0,0,3
50,59,47,6.747975732,40.76998685,92.09278584,209.8678411,0.7314,0.8155,1.0925,1.02,32.574,42.5255,53.3626,43.0501,26.4585,34.3715,43.1701,34.8961,20.5181,41.5341,106.2261,40.4374,751.0,0.318092,81.219662,0,0,0,0,0,1,0,0,17
69,66,49,6.52711001,40.00439101,90.17015833,92.11877372,0.706,0.807,1.0764,0.9922,31.0729,42.6609,53.3974,41.9385,25.0723,34.66,43.3963,33.9377,5.4837,19.1009,44.8044,22.1989,657.0,0.740929,209.108483,1,0,0,0,0,0,0,0,17
0,69,21,7.072923306,25.86928193,61.88321072,36.68284038,0.5084,0.5572,0.7238,0.6711,21.1427,27.2001,33.7576,26.5972,17.2623,22.0262,27.2903,21.4234,5.2238,8.8642,19.3254,7.337,425.0,0.498246,38.006313,0,0,0,0,0,0,0,1,10
28,67,21,6.250994222999999,21.79792649,63.73086065,46.62370222,0.5143,0.5856,0.7576,0.7132,16.9553,23.5642,29.2597,23.7931,13.6856,19.2046,23.8102,19.4335,5.5768,8.7537,25.1736,9.5363,517.0,0.060373,34.226162,0,0,0,0,0,0,0,1,10
36,43,22,6.3898821660000005,27.82684262,87.16679147,58.37249772,0.676,0.7982,1.0526,0.9485,22.6736,28.7984,36.1863,29.5391,18.4996,23.2331,29.2296,23.9738,7.3568,11.9586,30.9726,10.7065,648.0,0.171779,171.662765,0,0,0,0,0,0,0,1,14
21,31,32,5.254532213,35.38598705,51.42664176,90.29643888,0.4087,0.4637,0.6188,0.5653,28.0104,36.6343,46.6651,37.9929,22.7025,29.5571,37.8186,30.9157,8.4555,16.4808,45.7236,19.5727,681.0,0.59635,209.09657,1,0,0,0,0,0,0,0,12
91,41,37,6.132570522999999,24.48556447,83.20630007,192.2316221,0.6653,0.7502,0.997,0.9248,19.3752,25.7407,31.5854,25.7585,15.7024,20.8436,25.464,20.8614,19.2491,38.5668,96.6457,39.6865,32.0,0.018482,49.050039,0,0,1,0,0,0,0,0,8
23,59,19,5.852046999,21.98560799,24.87304788,129.5650601,0.1706,0.229,0.2916,0.2574,16.7381,23.5632,28.845,23.4678,13.4402,19.1661,23.3486,19.0707,11.3377,25.47,65.192,26.5123,250.0,0.004986,233.031739,0,0,0,1,0,0,0,0,9
91,35,39,6.970859754,23.79391957,80.41817957,206.2611855,0.634,0.7289,0.9764,0.8814,18.0489,25.2405,31.515,25.3093,14.4798,20.4817,25.5665,20.5505,21.6562,48.9577,105.0386,42.7702,126.0,0.354376,78.618048,1,0,0,0,0,0,0,0,20
4,40,26,6.720041791,27.58258929,48.56916221,95.8445641,0.4,0.4516,0.5609,0.5518,22.7487,29.0619,36.9815,28.704,18.6113,23.5454,30.0858,23.1875,9.9238,20.3281,48.8447,22.2617,494.0,0.392569,97.441492,1,0,0,0,0,0,0,0,12
100,74,52,5.837258235,25.43480512,81.53977797,96.47800391,0.6647,0.7525,0.9919,0.9143,20.1131,27.1337,33.7341,26.4638,16.2979,22.0468,27.3754,21.3768,13.7877,18.0369,46.4463,17.3454,65.0,0.058617,48.808861,0,0,0,1,0,0,0,0,1
88,5,47,6.662244646,25.86475496,86.67468041,41.16554802,0.7027,0.7854,1.0403,0.9422,19.9162,26.6875,34.1915,27.2262,16.0365,21.5146,27.7253,22.0533,2.7253,10.6649,21.2031,5.7479,654.0,0.075547,55.912031,0,0,0,0,0,1,0,0,21
81,45,23,6.192360002999999,19.32666088,68.03449300000001,84.22969177,0.5514,0.612,0.809,0.7405,15.8142,20.8281,25.2847,20.2207,12.9152,16.9627,20.453,16.3554,9.1259,15.0822,40.7645,16.23,182.0,0.05611,96.985033,0,0,0,0,0,0,0,1,11
8,26,36,6.804781106,18.78359608,87.4024767,102.5184759,0.6964,0.7811,1.0517,0.9779,14.2345,19.8632,25.3714,19.5974,11.4169,16.1065,20.6755,15.8406,9.5077,19.3131,50.1371,20.0334,437.0,0.053424,119.737209,0,0,0,0,0,1,0,0,19
1,35,34,6.27339822,30.79375683,46.69536813,92.21318555,0.3771,0.4476,0.5638,0.5079,23.8168,32.681,40.1019,33.2482,19.1977,26.5223,32.4034,27.0895,15.7928,19.5802,49.6679,18.949,33.0,0.015233,301.567052,0,0,0,0,0,0,0,1,12
12,8,10,7.995848977,16.14820285,91.4448027,107.4287664,0.7437,0.818,1.0856,1.0118,12.9144,15.939,20.4026,16.8976,10.4922,12.7093,16.3655,13.668,9.1066,23.506,54.0262,19.0283,363.0,0.078933,332.396003,1,0,0,0,0,0,0,0,16
5,55,18,7.322097972000001,33.50876355,45.70976142,126.6738117,0.3775,0.4054,0.5431,0.4893,26.3596,35.1542,43.5549,35.0733,21.3333,28.4524,35.1778,28.3715,13.351,24.0683,64.8482,28.8711,142.0,0.070489,200.18145,0,0,0,0,0,0,0,1,18
72,41,36,6.187746776,24.09874353,80.57226761,176.8604109,0.6461,0.7246,0.973,0.8941,18.944,25.8882,31.6016,25.3725,15.3292,21.0684,25.577,20.5527,17.7257,36.227,91.2172,38.2827,44.0,0.002872,4.735452,0,0,0,0,0,1,0,0,8
61,41,44,6.537914957999999,24.36972377,82.11319791,159.92109340000005,0.6582,0.7516,0.9677,0.9017,19.7463,25.0258,31.3683,24.6625,16.0909,20.1519,25.2758,19.7886,12.886,32.96,78.7105,36.8875,4075.0,3.861434,119.345647,0,0,0,0,0,1,0,0,8
45,58,49,6.827812549,30.10773379,90.34546355,75.24521981,0.728,0.822,1.0679,1.013,23.3587,30.8392,38.9808,31.7061,18.8425,24.8177,31.4539,25.6846,6.6811,11.5291,38.0369,16.8767,165.0,0.138878,237.535718,1,0,0,0,0,0,0,0,17
82,46,41,6.581693772,23.325013100000003,79.79609448,187.3096148,0.6338,0.7212,0.9552,0.8898,17.7708,24.4755,30.0843,23.9481,14.2721,19.8105,24.253,19.2831,20.33,36.8959,91.6099,36.6218,61.0,0.017018,279.427723,0,0,1,0,0,0,0,0,8
95,27,55,6.160414414,28.47212559,91.21322065,20.88620369,0.7321,0.8125,1.1009,1.0178,22.4495,29.3612,37.4626,29.2454,18.1787,23.6668,30.3446,23.5509,0.0,4.479,10.9583,6.7211,373.0,0.016882,183.776479,0,0,0,0,0,0,0,1,15
95,75,45,5.829898502000001,28.98333432,82.95958244,109.022564,0.6775,0.7617,1.0117,0.9173,21.9268,29.7494,38.121,30.7582,17.5793,23.9527,30.8751,24.9615,13.621,22.5687,57.2007,23.0373,141.0,0.125441,146.025948,0,0,0,0,0,1,0,0,1
94,26,27,7.456460375,26.36629861,52.25738495,177.31761609999995,0.4314,0.4759,0.6413,0.5763,20.9242,28.8237,34.1832,27.6937,16.9693,23.5504,27.5916,22.4204,16.228,32.4247,91.1453,33.1343,527.0,0.062053,35.71659,0,0,0,0,1,0,0,0,5
94,37,41,6.4635387070000005,24.7634518,87.06071115,179.1630865,0.7148,0.785,1.0382,0.9383,19.4201,26.4045,32.777,26.1543,15.7056,21.4518,26.5861,21.2016,18.208,33.6369,89.3996,32.6136,2613.0,0.484838,25.255127,0,0,1,0,0,0,0,0,8
17,43,22,5.498340807999999,30.06142622,45.90067655,41.0550915,0.3799,0.4167,0.5515,0.4998,24.2328,32.1137,39.9089,30.8453,19.7236,26.1015,32.3935,24.833,3.7622,8.34,24.6432,7.958,14.0,0.075653,127.370505,0,0,0,0,0,0,0,1,13
110,21,54,6.747537642,26.73690828,87.82430156,47.46447019,0.7067,0.7757,1.0643,0.9658,20.7511,28.6014,35.2144,28.3912,16.7406,23.254,28.5302,23.0439,1.7243,9.0512,23.9453,9.4285,189.0,0.031583,201.679174,0,0,0,0,0,0,1,0,21
16,73,19,4.684079249,18.41645629,34.80541039,163.27474730000003,0.261,0.3158,0.4127,0.3794,14.7408,19.2098,23.7857,18.9365,11.9783,15.5265,19.1816,15.2532,15.25,35.0416,80.6123,34.1966,537.0,0.055901,123.094123,0,1,0,0,0,0,0,0,18
111,5,47,6.2744528110000015,28.03306461,91.47355778,21.17924769,0.7157,0.8214,1.0899,0.9956,21.3853,29.1702,37.2676,29.5845,17.1803,23.5636,30.2593,23.9779,6.2396,2.0103,9.6071,3.8787,32.0,0.028671,130.654976,0,0,0,0,0,0,0,1,15
